Player Name,Agent Name,R,ACS,K,D,K/D +/–,+/–,ADR,HS%,FK,FK/FD +/–,+/–,Team Name,Map Name,Map #,Stage,Series,winner,rounds,Id
kon4n,Sova,"1.02
0.77
1.27","174
158
191","14
6
8","

15
10
5

","8
6
2","-1
-4
+3","120
104
136","26%
6%
44%","3
1
2","1
0
1","+2
+1
+1",FURIA,Breeze,2,Group Stage,Elimination (A),MIBR,"0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0",6
liazzi,Viper,"1.02
0.89
1.15","205
225
187","17
9
8","

16
10
6

","6
2
4","+1
-1
+2","135
138
133","36%
45%
27%","1
0
1","0
0
0","+1
0
+1",FURIA,Breeze,2,Group Stage,Elimination (A),MIBR,"0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0",6
mwzera,Jett,"0.99
0.57
1.40","183
134
234","14
5
9","

15
11
4

","5
2
3","-1
-6
+5","135
98
171","20%
36%
14%","2
1
1","4
4
0","-2
-3
+1",FURIA,Breeze,2,Group Stage,Elimination (A),MIBR,"0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0",6
Khalil,Cypher,"0.92
0.89
0.95","160
201
120","14
9
5","

18
10
8

","4
2
2","-4
-1
-3","120
164
76","32%
25%
50%","2
0
2","1
1
0","+1
-1
+2",FURIA,Breeze,2,Group Stage,Elimination (A),MIBR,"0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0",6
artzin,Jett,"1.20
0.73
1.68","278
178
379","22
6
16","

17
9
8

","5
1
4","+5
-3
+8","170
109
231","20%
28%
15%","7
2
5","4
2
2","+3
0
+3",MIBR,Breeze,2,Group Stage,Elimination (A),MIBR,"1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1",6
RgLMeister,Viper,"1.15
0.81
1.48","194
159
230","17
7
10","

13
8
5

","3
1
2","+4
-1
+5","136
129
143","33%
75%
16%","1
0
1","2
1
1","-1
-1
0",MIBR,Breeze,2,Group Stage,Elimination (A),MIBR,"1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1",6
jzz,Sova,"0.99
0.75
1.23","189
148
232","18
6
12","

15
8
7

","2
1
1","+3
-2
+5","133
110
155","36%
50%
28%","2
1
1","2
2
0","0
-1
+1",MIBR,Breeze,2,Group Stage,Elimination (A),MIBR,"1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1",6
frz,Cypher,"0.91
0.83
0.98","186
193
181","15
7
8","

17
9
8

","4
2
2","-2
-2
0","126
121
131","37%
36%
38%","1
0
1","3
3
0","-2
-3
+1",MIBR,Breeze,2,Group Stage,Elimination (A),MIBR,"1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1",6
mazin,Kayo,"0.73
0.51
0.94","124
137
112","9
5
4","

17
10
7

","14
2
12","-8
-5
-3","85
93
76","37%
36%
38%","0
0
0","2
1
1","-2
-1
-1",MIBR,Breeze,2,Group Stage,Elimination (A),MIBR,"1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1",6
zekken,Raze,"1.55
1.71
1.24","308
343
241","21
16
5","

12
8
4

","6
4
2","+9
+8
+1","204
225
162","19%
23%
10%","5
4
1","2
2
0","+3
+2
+1",Sentinels,Lotus,1,Group Stage,Elimination (B),Sentinels,"1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1",7
TenZ,Omen,"1.41
1.37
1.51","207
227
169","14
10
4","

8
6
2

","11
5
6","+6
+4
+2","133
148
103","38%
31%
63%","2
2
0","1
0
1","+1
+2
-1",Sentinels,Lotus,1,Group Stage,Elimination (B),Sentinels,"1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1",7
Zellsis,Killjoy,"1.30
1.40
1.09","208
183
259","13
8
5","

10
5
5

","4
3
1","+3
+3
0","152
152
153","17%
18%
15%","2
1
1","1
0
1","+1
+1
0",Sentinels,Lotus,1,Group Stage,Elimination (B),Sentinels,"1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1",7
johnqt,Viper,"1.29
1.26
1.35","211
193
246","15
9
6","

9
6
3

","5
5
0","+6
+3
+3","125
126
124","29%
47%
16%","1
1
0","2
1
1","-1
0
-1",Sentinels,Lotus,1,Group Stage,Elimination (B),Sentinels,"1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1",7
Sacy,Fade,"1.28
1.47
0.90","190
216
140","11
9
2","

9
5
4

","14
8
6","+2
+4
-2","141
163
98","14%
17%
7%","0
0
0","2
1
1","-2
-1
-1",Sentinels,Lotus,1,Group Stage,Elimination (B),Sentinels,"1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1",7
Cryocells,Chamber,"0.91
1.17
0.78","221
247
209","16
6
10","

14
4
10

","0
0
0","+2
+2
0","138
159
128","32%
33%
31%","3
1
2","2
0
2","+1
+1
0",100 Thieves,Lotus,1,Group Stage,Elimination (B),Sentinels,"0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0",7
bang,Viper,"0.84
0.65
0.93","190
129
222","10
2
8","

14
4
10

","4
1
3","-4
-2
-2","144
89
172","30%
18%
33%","3
1
2","2
0
2","+1
+1
0",100 Thieves,Lotus,1,Group Stage,Elimination (B),Sentinels,"0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0",7
Asuna,Raze,"0.64
1.06
0.43","179
218
160","9
5
4","

16
4
12

","6
1
5","-7
+1
-8","128
128
128","20%
17%
21%","1
1
0","3
1
2","-2
0
-2",100 Thieves,Lotus,1,Group Stage,Elimination (B),Sentinels,"0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0",7
eeiu,Fade,"0.64
0.39
0.76","97
40
126","7
1
6","

13
4
9

","3
1
2","-6
-3
-3","56
17
75","17%
0%
19%","0
0
0","2
1
1","-2
-1
-1",100 Thieves,Lotus,1,Group Stage,Elimination (B),Sentinels,"0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0",7
Boostio,Omen,"0.37
0.68
0.22","115
211
68","6
4
2","

17
6
11

","5
2
3","-11
-2
-9","96
159
64","26%
31%
20%","1
1
0","1
0
1","0
+1
-1",100 Thieves,Lotus,1,Group Stage,Elimination (B),Sentinels,"0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0",7
TenZ,Yoru,"0.98
0.81
1.09","240
281
216","15
7
8","

14
5
9

","5
2
3","+1
+2
-1","174
191
164","30%
30%
30%","3
1
2","3
1
2","0
0
0",Sentinels,Bind,2,Group Stage,Elimination (B),Sentinels,"0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0",7
johnqt,Viper,"0.94
0.97
0.92","197
196
198","11
4
7","

13
6
7

","7
4
3","-2
-2
0","134
147
127","35%
25%
43%","2
1
1","1
0
1","+1
+1
0",Sentinels,Bind,2,Group Stage,Elimination (B),Sentinels,"0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0",7
Zellsis,Brimstone,"0.88
1.24
0.66","187
275
136","12
7
5","

15
6
9

","10
6
4","-3
+1
-4","117
162
90","29%
20%
46%","0
0
0","2
1
1","-2
-1
-1",Sentinels,Bind,2,Group Stage,Elimination (B),Sentinels,"0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0",7
Sacy,Skye,"0.82
1.06
0.68","168
196
152","12
5
7","

14
5
9

","9
5
4","-2
0
-2","101
110
95","28%
29%
27%","1
0
1","3
1
2","-2
-1
-1",Sentinels,Bind,2,Group Stage,Elimination (B),Sentinels,"0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0",7
zekken,Raze,"0.75
0.34
0.98","194
85
259","12
2
10","

16
6
10

","3
1
2","-4
-4
0","125
71
156","29%
25%
31%","1
0
1","3
2
1","-2
-2
0",Sentinels,Bind,2,Group Stage,Elimination (B),Sentinels,"0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0",7
Boostio,Gekko,"1.30
1.22
1.43","209
213
203","15
9
6","

12
8
4

","4
3
1","+3
+1
+2","133
136
129","36%
36%
36%","4
3
1","2
2
0","+2
+1
+1",100 Thieves,Bind,2,Group Stage,Elimination (B),Sentinels,"1, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1",7
Asuna,Raze,"1.18
1.30
0.97","261
270
246","17
13
4","

14
7
7

","4
1
3","+3
+6
-3","165
179
142","16%
27%
3%","7
4
3","4
3
1","+3
+1
+2",100 Thieves,Bind,2,Group Stage,Elimination (B),Sentinels,"1, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1",7
bang,Viper,"1.17
0.90
1.62","204
176
254","13
7
6","

11
7
4

","9
4
5","+2
0
+2","133
117
160","21%
33%
13%","1
0
1","0
0
0","+1
0
+1",100 Thieves,Bind,2,Group Stage,Elimination (B),Sentinels,"1, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1",7
eeiu,Fade,"1.11
1.08
1.18","193
163
245","14
7
7","

13
8
5

","10
7
3","+1
-1
+2","137
126
157","33%
39%
28%","0
0
0","0
0
0","0
0
0",100 Thieves,Bind,2,Group Stage,Elimination (B),Sentinels,"1, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1",7
Cryocells,Brimstone,"1.09
1.26
0.81","158
188
110","13
10
3","

12
7
5

","8
4
4","+1
+3
-2","119
142
80","29%
38%
10%","0
0
0","1
0
1","-1
0
-1",100 Thieves,Bind,2,Group Stage,Elimination (B),Sentinels,"1, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1",7
Sacy,Skye,"1.37
0.99
1.88","225
171
297","18
7
11","

11
8
3

","10
6
4","+7
-1
+8","156
125
198","30%
29%
31%","2
0
2","0
0
0","+2
0
+2",Sentinels,Split,3,Group Stage,Elimination (B),Sentinels,"1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1",7
johnqt,Cypher,"1.31
1.25
1.39","245
223
276","18
10
8","

13
7
6

","6
0
6","+5
+3
+2","163
150
181","32%
38%
27%","2
1
1","1
0
1","+1
+1
0",Sentinels,Split,3,Group Stage,Elimination (B),Sentinels,"1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1",7
zekken,Raze,"1.24
1.33
1.11","255
300
197","18
12
6","

14
9
5

","4
3
1","+4
+3
+1","176
209
134","23%
24%
22%","6
5
1","3
2
1","+3
+3
0",Sentinels,Split,3,Group Stage,Elimination (B),Sentinels,"1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1",7
Zellsis,Viper,"1.12
0.97
1.32","171
144
209","14
6
8","

11
6
5

","4
4
0","+3
0
+3","130
109
160","30%
31%
29%","2
1
1","2
2
0","0
-1
+1",Sentinels,Split,3,Group Stage,Elimination (B),Sentinels,"1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1",7
TenZ,Omen,"1.08
1.08
1.08","199
199
199","14
9
5","

14
8
6

","10
4
6","0
+1
-1","134
128
142","23%
32%
17%","3
1
2","0
0
0","+3
+1
+2",Sentinels,Split,3,Group Stage,Elimination (B),Sentinels,"1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1",7
eeiu,Fade,"0.93
0.41
1.32","169
79
236","13
2
11","

15
8
7

","6
2
4","-2
-6
+4","117
69
152","37%
22%
43%","1
1
0","1
1
0","0
0
0",100 Thieves,Split,3,Group Stage,Elimination (B),Sentinels,"0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0",7
bang,Viper,"0.93
0.81
1.02","210
224
201","15
7
8","

17
8
9

","6
1
5","-2
-1
-1","127
143
114","29%
33%
26%","2
1
1","5
2
3","-3
-1
-2",100 Thieves,Split,3,Group Stage,Elimination (B),Sentinels,"0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0",7
Cryocells,Astra,"0.74
1.22
0.39","173
299
80","14
12
2","

15
6
9

","4
2
2","-1
+6
-7","106
184
48","19%
24%
7%","1
0
1","1
0
1","0
0
0",100 Thieves,Split,3,Group Stage,Elimination (B),Sentinels,"0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0",7
Asuna,Raze,"0.71
0.45
0.90","150
82
202","9
2
7","

18
8
10

","9
4
5","-9
-6
-3","98
55
130","9%
7%
10%","0
0
0","6
3
3","-6
-3
-3",100 Thieves,Split,3,Group Stage,Elimination (B),Sentinels,"0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0",7
Boostio,Gekko,"0.69
0.36
0.93","173
108
222","12
3
9","

17
8
9

","4
2
2","-5
-5
0","113
68
147","34%
7%
56%","2
0
2","2
1
1","0
-1
+1",100 Thieves,Split,3,Group Stage,Elimination (B),Sentinels,"0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0",7
Demon1,Jett,"1.59
1.77
1.47","316
398
263","24
11
13","

11
6
5

","2
1
1","+13
+5
+8","216
285
170","33%
45%
17%","4
2
2","2
1
1","+2
+1
+1",NRG Esports,Sunset,1,Group Stage,Winner's (A),NRG Esports,"0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1",8
Victor,Cypher,"1.27
1.42
1.17","217
232
207","17
8
9","

10
4
6

","5
0
5","+7
+4
+3","152
135
164","19%
11%
26%","1
0
1","3
1
2","-2
-1
-1",NRG Esports,Sunset,1,Group Stage,Winner's (A),NRG Esports,"0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1",8
Ethan,Skye,"1.16
0.76
1.43","213
63
315","15
2
13","

14
5
9

","8
1
7","+1
-3
+4","143
36
214","21%
0%
26%","3
0
3","1
0
1","+2
0
+2",NRG Esports,Sunset,1,Group Stage,Winner's (A),NRG Esports,"0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1",8
Marved,Omen,"1.16
1.24
1.12","229
294
186","16
8
8","

15
6
9

","10
2
8","+1
+2
-1","143
174
122","27%
37%
19%","3
2
1","1
1
0","+2
+1
+1",NRG Esports,Sunset,1,Group Stage,Winner's (A),NRG Esports,"0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1",8
crashies,Viper,"1.05
0.56
1.38","136
68
182","9
2
7","

10
5
5

","6
1
5","-1
-3
+2","96
45
130","27%
33%
26%","1
0
1","1
1
0","0
-1
+1",NRG Esports,Sunset,1,Group Stage,Winner's (A),NRG Esports,"0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1",8
wippie,Viper,"1.04
0.86
1.31","177
164
199","13
7
6","

13
9
4

","4
3
1","0
-2
+2","113
91
146","22%
11%
36%","1
1
0","3
3
0","-2
-2
0",Cloud9,Sunset,1,Group Stage,Winner's (A),NRG Esports,"1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0",8
Xeppaa,Raze,"0.85
0.91
0.76","233
218
256","14
8
6","

17
10
7

","5
2
3","-3
-2
-1","150
136
173","21%
22%
20%","1
0
1","1
1
0","0
-1
+1",Cloud9,Sunset,1,Group Stage,Winner's (A),NRG Esports,"1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0",8
OXY,Yoru,"0.69
0.78
0.55","166
168
164","11
7
4","

17
10
7

","5
2
3","-6
-3
-3","95
96
93","63%
80%
44%","3
1
2","5
3
2","-2
-2
0",Cloud9,Sunset,1,Group Stage,Winner's (A),NRG Esports,"1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0",8
vanity,Skye,"0.63
0.78
0.39","174
209
121","11
7
4","

17
10
7

","6
5
1","-6
-3
-3","115
139
80","32%
41%
19%","1
1
0","1
0
1","0
+1
-1",Cloud9,Sunset,1,Group Stage,Winner's (A),NRG Esports,"1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0",8
jakee,Omen,"0.62
0.43
0.90","157
125
206","11
5
6","

17
11
6

","3
2
1","-6
-6
0","110
98
127","34%
43%
28%","2
1
1","2
1
1","0
0
0",Cloud9,Sunset,1,Group Stage,Winner's (A),NRG Esports,"1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0",8
Less,Viper,"1.11
1.14
1.08","169
154
186","14
6
8","

14
5
9

","4
2
2","0
+1
-1","118
103
133","21%
13%
30%","1
0
1","3
0
3","-2
0
-2",LOUD,Bind,1,Group Stage,Winner's (B),LOUD,"0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0",9
tuyz,Brimstone,"1.09
1.40
0.77","173
185
163","14
8
6","

15
5
10

","13
11
2","-1
+3
-4","125
138
113","41%
42%
39%","2
0
2","0
0
0","+2
0
+2",LOUD,Bind,1,Group Stage,Winner's (B),LOUD,"0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0",9
saadhak,Kayo,"1.07
0.89
1.25","247
172
323","19
7
12","

18
8
10

","10
5
5","+1
-1
+2","159
111
207","12%
19%
11%","1
0
1","4
3
1","-3
-3
0",LOUD,Bind,1,Group Stage,Winner's (B),LOUD,"0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0",9
cauanzin,Breach,"1.00
1.30
0.70","186
216
157","16
9
7","

17
6
11

","8
5
3","-1
+3
-4","127
146
109","39%
41%
38%","2
1
1","2
1
1","0
0
0",LOUD,Bind,1,Group Stage,Winner's (B),LOUD,"0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0",9
Quick,Phoenix,"0.87
1.08
0.66","188
242
134","16
10
6","

21
9
12

","4
2
2","-5
+1
-6","118
140
97","19%
17%
22%","4
4
0","5
3
2","-1
+1
-2",LOUD,Bind,1,Group Stage,Winner's (B),LOUD,"0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0",9
kiNgg,Viper,"1.30
1.34
1.27","248
266
231","21
13
8","

13
6
7

","10
3
7","+8
+7
+1","183
180
186","39%
32%
48%","1
1
0","1
1
0","0
0
0",Leviatán,Bind,1,Group Stage,Winner's (B),LOUD,"1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1",9
Mazino,Harbor,"1.25
1.46
1.03","197
259
136","18
12
6","

12
8
4

","8
5
3","+6
+4
+2","141
184
99","38%
41%
33%","2
0
2","2
1
1","0
-1
+1",Leviatán,Bind,1,Group Stage,Winner's (B),LOUD,"1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1",9
tex,Gekko,"1.09
1.20
0.98","242
284
201","19
12
7","

18
9
9

","12
5
7","+1
+3
-2","157
190
125","23%
22%
24%","7
3
4","2
0
2","+5
+3
+2",Leviatán,Bind,1,Group Stage,Winner's (B),LOUD,"1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1",9
C0M,Skye,"0.84
0.86
0.82","163
162
166","13
6
7","

17
8
9

","10
9
1","-4
-2
-2","106
101
111","23%
24%
22%","1
0
1","2
1
1","-1
-1
0",Leviatán,Bind,1,Group Stage,Winner's (B),LOUD,"1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1",9
aspas,Raze,"0.72
0.87
0.57","181
228
136","14
9
5","

19
9
10

","3
3
0","-5
0
-5","129
154
104","17%
16%
19%","3
3
0","3
2
1","0
+1
-1",Leviatán,Bind,1,Group Stage,Winner's (B),LOUD,"1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1",9
Less,Viper,"1.70
1.98
1.44","284
342
233","23
13
10","

10
4
6

","8
2
6","+13
+9
+4","181
219
146","39%
34%
47%","2
1
1","1
0
1","+1
+1
0",LOUD,Split,2,Group Stage,Winner's (B),LOUD,"1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1",9
cauanzin,Breach,"1.18
1.32
1.05","208
233
185","16
9
7","

14
8
6

","12
7
5","+2
+1
+1","121
133
110","31%
31%
32%","4
1
3","0
0
0","+4
+1
+3",LOUD,Split,2,Group Stage,Winner's (B),LOUD,"1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1",9
tuyz,Omen,"1.12
0.97
1.26","213
170
252","18
7
11","

13
8
5

","7
3
4","+5
-1
+6","136
99
169","41%
26%
57%","3
1
2","1
1
0","+2
0
+2",LOUD,Split,2,Group Stage,Winner's (B),LOUD,"1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1",9
Quick,Raze,"0.85
0.49
1.19","190
123
252","16
5
11","

16
8
8

","2
0
2","0
-3
+3","121
78
159","24%
15%
29%","4
1
3","1
1
0","+3
0
+3",LOUD,Split,2,Group Stage,Winner's (B),LOUD,"1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1",9
saadhak,Skye,"0.80
0.81
0.79","159
185
137","12
7
5","

16
8
8

","4
2
2","-4
-1
-3","103
113
94","20%
33%
12%","3
2
1","3
2
1","0
0
0",LOUD,Split,2,Group Stage,Winner's (B),LOUD,"1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1",9
kiNgg,Viper,"1.10
1.05
1.16","255
225
289","22
11
11","

16
9
7

","3
0
3","+6
+2
+4","161
142
182","25%
26%
24%","2
1
1","2
1
1","0
0
0",Leviatán,Split,2,Group Stage,Winner's (B),LOUD,"0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0",9
aspas,Jett,"0.95
0.99
0.90","148
157
140","12
8
4","

15
9
6

","4
3
1","-3
-1
-2","113
126
98","31%
33%
27%","1
0
1","3
2
1","-2
-2
0",Leviatán,Split,2,Group Stage,Winner's (B),LOUD,"0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0",9
C0M,Skye,"0.81
0.81
0.80","185
186
184","14
7
7","

17
10
7

","9
6
3","-3
-3
0","105
98
112","10%
7%
13%","1
0
1","4
3
1","-3
-3
0",Leviatán,Split,2,Group Stage,Winner's (B),LOUD,"0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0",9
tex,Raze,"0.66
0.54
0.78","163
133
197","13
5
8","

19
11
8

","5
3
2","-6
-6
0","109
84
136","31%
18%
47%","2
1
1","5
4
1","-3
-3
0",Leviatán,Split,2,Group Stage,Winner's (B),LOUD,"0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0",9
Mazino,Astra,"0.55
0.79
0.29","118
156
76","8
5
3","

18
10
8

","5
3
2","-10
-5
-5","77
106
46","28%
27%
30%","1
0
1","3
1
2","-2
-1
-1",Leviatán,Split,2,Group Stage,Winner's (B),LOUD,"0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0",9
Less,Viper,"1.69
1.68
1.70","310
282
352","24
14
10","

9
5
4

","4
2
2","+15
+9
+6","204
189
227","28%
26%
30%","5
1
4","0
0
0","+5
+1
+4",LOUD,Ascent,3,Group Stage,Winner's (B),LOUD,"1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1",9
tuyz,Omen,"1.35
1.46
1.18","197
200
193","13
8
5","

10
5
5

","12
8
4","+3
+3
0","145
128
171","29%
22%
40%","1
1
0","0
0
0","+1
+1
0",LOUD,Ascent,3,Group Stage,Winner's (B),LOUD,"1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1",9
Quick,Phoenix,"1.18
1.27
1.05","234
285
160","17
13
4","

13
8
5

","4
2
2","+4
+5
-1","159
179
131","41%
45%
33%","3
2
1","2
2
0","+1
0
+1",LOUD,Ascent,3,Group Stage,Winner's (B),LOUD,"1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1",9
saadhak,Kayo,"0.83
0.87
0.76","170
191
140","11
8
3","

14
8
6

","13
6
7","-3
0
-3","105
121
80","11%
13%
10%","3
2
1","2
2
0","+1
0
+1",LOUD,Ascent,3,Group Stage,Winner's (B),LOUD,"1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1",9
